Description,Name,GPS Location,Population within 3000 meters of GPS Location
PS1103087,Mngazi,"{""type"":""Point"",""coordinates"":[37.6725111,-7.4234168,0]}",5415
PS1107059,Sanganjeru,"{""type"":""Point"",""coordinates"":[36.998311,-6.0680286,0]}",5436
PS1103023,Kibangile,"{""type"":""Point"",""coordinates"":[37.8012036,-7.0313089,0]}",5440
PS1102093,Mandera,"{""type"":""Point"",""coordinates"":[37.3959618,-6.3536424,0]}",5450
PS1106004,Changarawe,"{""type"":""Point"",""coordinates"":[37.5682718,-6.9200652,0]}",5456
PS1102112,Mkondoa,"{""type"":""Point"",""coordinates"":[37.0314518,-6.7948155,0]}",5525
PS1106102,Mzumbe,"{""type"":""Point"",""coordinates"":[37.5670856,-6.9221782,0]}",5536
PS1106059,Maguruwe,"{""type"":""Point"",""coordinates"":[37.6138743,-7.0122044,0]}",5556
PS1105047,Mtukula,"{""type"":""Point"",""coordinates"":[36.7233836,-8.9129042,0]}",5619
PS1103081,Milawilila,"{""type"":""Point"",""coordinates"":[37.7446889,-6.9968958,0]}",5663
PS1103153,Madamu,"{""type"":""Point"",""coordinates"":[37.8306473,-6.9122987,0]}",5667
PS1106026,Kibigiri,"{""type"":""Point"",""coordinates"":[37.6116765,-7.0417147,0]}",5672
PS1106075,Mgeta,"{""type"":""Point"",""coordinates"":[37.5721526,-7.0405569,0]}",5673
PS1107048,Mogohigwa,"{""type"":""Point"",""coordinates"":[36.9012905,-6.097726,0]}",5679
PS1102060,Ruhembe,"{""type"":""Point"",""coordinates"":[37.0471698,-7.5559854,0]}",5680
PS1101093,Kalenga,"{""type"":""Point"",""coordinates"":[36.352618,-8.2971423,0]}",5712
PS1101153,Ikwambi,"{""type"":""Point"",""coordinates"":[36.352618,-8.2971425,0]}",5712
PS1105054,Ruaha,"{""type"":""Point"",""coordinates"":[36.7162376,-8.8983018,0]}",5724
PS1109012,Kikwawila,"{""type"":""Point"",""coordinates"":[36.7271843,-8.090698,0]}",5766
PS1103067,Lundi,"{""type"":""Point"",""coordinates"":[37.8136135,-7.0671697,0]}",5810
PS1107027,Kitaita,"{""type"":""Point"",""coordinates"":[36.9726698,-5.9720186,0]}",5812
PS1101067,Nganyangila,"{""type"":""Point"",""coordinates"":[36.3411142,-8.2944745,0]}",5867
PS1102223,Berega,"{""type"":""Point"",""coordinates"":[37.1332733,-6.1946383,0]}",5882
PS1103167,Mgama,"{""type"":""Point"",""coordinates"":[37.901123,-6.73704,0]}",5884
PS1103022,Kasanga,"{""type"":""Point"",""coordinates"":[37.7446652,-7.1968642,0]}",5885
PS1101155,Kidete,"{""type"":""Point"",""coordinates"":[36.065825,-8.3659705,0]}",5896
PS1103004,Balani,"{""type"":""Point"",""coordinates"":[37.78707336,-7.18739285,0]}",5919
PS1103003,Bagilo,"{""type"":""Point"",""coordinates"":[37.7353213,-6.9226233,0]}",5943
PS1105044,Milola,"{""type"":""Point"",""coordinates"":[36.6709303,-8.3341702,0]}",5983
PS1104028,Kingolwira,"{""type"":""Point"",""coordinates"":[37.7496111,-6.7754444,0]}",6004
PS1103034,Kinole,"{""type"":""Point"",""coordinates"":[37.7591564,-6.9131349,0]}",6007
PS1107049,Msingisi,"{""type"":""Point"",""coordinates"":[36.872462,-6.2045777,0]}",6029
PS1101057,Mofu,"{""type"":""Point"",""coordinates"":[36.3391363,-8.2880508,0]}",6054
PS1106066,Masalawe,"{""type"":""Point"",""coordinates"":[37.5200288,-7.1208478,0]}",6084
PS1102062,Zombo,"{""type"":""Point"",""coordinates"":[36.9208551,-6.9608493,0]}",6109
PS1103025,Kibuko Mkuyuni,"{""type"":""Point"",""coordinates"":[37.8495775,-6.9595391,0]}",6139
PS1107026,Kisitwi,"{""type"":""Point"",""coordinates"":[36.8704285,-6.3089361,0]}",6188
PS1102070,Mabwerebwere,"{""type"":""Point"",""coordinates"":[37.070539,-6.824452,0]}",6190
PS1107060,Tabu-Hotel,"{""type"":""Point"",""coordinates"":[36.9356236,-6.141485,0]}",6219
PS1101128,Makutano,"{""type"":""Point"",""coordinates"":[35.941148,-8.497424,0]}",6232
PS1106085,Mlaguzi,"{""type"":""Point"",""coordinates"":[37.5743361,-6.1726692,0]}",6265
PS1104057,Mungi,"{""type"":""Point"",""coordinates"":[37.7541572,-6.8228082,0]}",6282
PS1102105,Mgugu,"{""type"":""Point"",""coordinates"":[37.1344833,-6.17985,0]}",6283
PS1106018,Hoza,"{""type"":""Point"",""coordinates"":[37.4349759,-5.9317398,0]}",6305
PS1109031,Michenga,"{""type"":""Point"",""coordinates"":[36.6515923,-8.121211,0]}",6312
PS1106093,Mpapa,"{""type"":""Point"",""coordinates"":[37.5097986,-6.2934946,0]}",6314
PS1103038,Kisaki Kituoni,"{""type"":""Point"",""coordinates"":[37.6092518,-7.490952,0]}",6315
PS1106025,Kibati,"{""type"":""Point"",""coordinates"":[37.4329874,-5.9341115,0]}",6324
PS1109016,Kining'Ina,"{""type"":""Point"",""coordinates"":[36.6515934,-8.121224,0]}",6338
PS1103115,Zongomero,"{""type"":""Point"",""coordinates"":[37.6065172,-7.490122,0]}",6341
PS1107020,Kibedya,"{""type"":""Point"",""coordinates"":[36.9240343,-6.1052208,0]}",6390
PS1106136,Kwawamanga,"{""type"":""Point"",""coordinates"":[37.5583352,-6.1324099,0]}",6419
PS1106099,Mvomero,"{""type"":""Point"",""coordinates"":[37.4436157,-6.3017421,0]}",6426
PS1103148,Bonye,"{""type"":""Point"",""coordinates"":[37.7999752,-7.3800671,0]}",6427
PS1103015,Duthumi,"{""type"":""Point"",""coordinates"":[37.8004907,-7.38023155,0]}",6427
PS1102212,Kambarage,"{""type"":""Point"",""coordinates"":[36.5378396,-7.3274315,0]}",6427
PS1101109,Igoli,"{""type"":""Point"",""coordinates"":[35.941139,-8.497825,0]}",6456
PS1101009,Ilole,"{""type"":""Point"",""coordinates"":[36.0802468,-8.3737368,0]}",6476
PS1109068,Msufini,"{""type"":""Point"",""coordinates"":[36.90881,-7.7907648,0]}",6491
PS1106121,Vikenge,"{""type"":""Point"",""coordinates"":[37.5733733,-6.9110333,0]}",6519
PS1103029,Kibwege,"{""type"":""Point"",""coordinates"":[37.7620762,-7.1027391,0]}",6525
PS1104039,Luhungo,"{""type"":""Point"",""coordinates"":[37.6422391,-6.9068955,0]}",6563
PS1106111,Pinde,"{""type"":""Point"",""coordinates"":[37.5919854,-7.0447444,0]}",6565
PS1103011,Changa,"{""type"":""Point"",""coordinates"":[37.7873259,-6.9776831,0]}",6567
PS1109070,Mkamba,"{""type"":""Point"",""coordinates"":[37,-7.7,0]}",6573
PS1102155,Ulaya,"{""type"":""Point"",""coordinates"":[36.90498339,-7.04420445,0]}",6637
PS1105027,Liheta,"{""type"":""Point"",""coordinates"":[36.7609257,-8.9723411,0]}",6668
PS1103069,Malani,"{""type"":""Point"",""coordinates"":[37.7467483,-7.2402307,0]}",6704
PS1109086,Sanje,"{""type"":""Point"",""coordinates"":[36.9203793,-7.76693685,0]}",6709
PS1102087,Malolo,"{""type"":""Point"",""coordinates"":[36.5523428,-7.3210562,0]}",6750
PS1102052,Kitete-Msindazi,"{""type"":""Point"",""coordinates"":[37.0439457,-7.695464,0]}",6777
PS1106072,Mbogo,"{""type"":""Point"",""coordinates"":[37.5801451,-6.2044351,0]}",6777
PS1102140,Nyameni,"{""type"":""Point"",""coordinates"":[36.8923716,-7.0546052,0]}",6810
PS1109087,Signal,"{""type"":""Point"",""coordinates"":[36.8329333,-8.012563,0]}",6876
PS1103147,Kichangani,"{""type"":""Point"",""coordinates"":[37.6078581,-7.4867072,0]}",6876
PS1103040,Kitonga,"{""type"":""Point"",""coordinates"":[37.7633545,-7.2131202,0]}",6884
PS1108029,Mwembeni,"{""type"":""Point"",""coordinates"":[36.1829587,-8.9426755,0]}",6937
PS1103146,Bondwa,"{""type"":""Point"",""coordinates"":[37.8213091,-6.8331857,0]}",6960
PS1101010,Itongowa,"{""type"":""Point"",""coordinates"":[36.08392568,-8.345063534,0]}",6984
PS1107054,Ngiloli,"{""type"":""Point"",""coordinates"":[36.92197259,-6.129900659,0]}",7016
PS1102114,Mkunghulu,"{""type"":""Point"",""coordinates"":[36.6453666,-6.7838283,0]}",7040
PS1102230,Gongwe,"{""type"":""Point"",""coordinates"":[37.1689867,-6.5668378,0]}",7131
PS1107023,Kilimani,"{""type"":""Point"",""coordinates"":[36.9786157,-6.0879477,0]}",7133
PS1102162,Ruaha Darajani,"{""type"":""Point"",""coordinates"":[36.5378396,-7.3214315,0]}",7137
PS1104027,Mwenge,"{""type"":""Point"",""coordinates"":[37.7599167,-6.8005278,0]}",7149
PS1103104,Sesenga,"{""type"":""Point"",""coordinates"":[37.6055559,-7.473824,0]}",7151
PS1109092,Ukombozi,"{""type"":""Point"",""coordinates"":[37.0328546,-7.7909942,0]}",7152
PS1109075,Msolwa - Station,"{""type"":""Point"",""coordinates"":[37.0391666,-7.7958888,0]}",7152
PS1106053,Lusungi,"{""type"":""Point"",""coordinates"":[37.5476667,-7.0782967,0]}",7165
PS1109056,Kibong'Oto,"{""type"":""Point"",""coordinates"":[37.0307594,-7.7829458,0]}",7165
PS1105055,Sali,"{""type"":""Point"",""coordinates"":[36.6866945,-8.967114,0]}",7166
PS1106007,Dibamba,"{""type"":""Point"",""coordinates"":[37.4598233,-6.3083333,0]}",7175
PS1109088,Sonjo,"{""type"":""Point"",""coordinates"":[36.8999783,-7.8202343,0]}",7179
PS1106012,Dihombo,"{""type"":""Point"",""coordinates"":[37.5455958,-6.2703636,0]}",7182
PS1107044,Meshugi,"{""type"":""Point"",""coordinates"":[36.8583281,-6.0484063,0]}",7216
PS1103093,Nemele,"{""type"":""Point"",""coordinates"":[37.7759802,-7.0847165,0]}",7248
PS1107053,Ng'Holongo,"{""type"":""Point"",""coordinates"":[37.0346558,-6.0356471,0]}",7265
PS1103005,Bandasi,"{""type"":""Point"",""coordinates"":[37.7343074,-7.0126227,0]}",7275
PS1102032,Kidogobasi,"{""type"":""Point"",""coordinates"":[37.0208815,-7.6341842,0]}",7297
PS1105013,Ilonga,"{""type"":""Point"",""coordinates"":[36.8300168,-9.0551192,0]}",7311
PS1103048,Konde,"{""type"":""Point"",""coordinates"":[37.7432741,-7.0662184,0]}",7321
PS1108002,Igawa,"{""type"":""Point"",""coordinates"":[36.1182495,-8.8915991,0]}",7386
PS1103150,Majimoto,"{""type"":""Point"",""coordinates"":[37.7718619,-7.0863765,0]}",7390
PS1103131,Diovuva,"{""type"":""Point"",""coordinates"":[37.8193121,-6.8411415,0]}",7514
PS1107037,Madege,"{""type"":""Point"",""coordinates"":[37.018119,-6.051017,0]}",7539
PS1109022,Lungongole,"{""type"":""Point"",""coordinates"":[36.7714565,-8.0766657,0]}",7550
PS1103156,Sume,"{""type"":""Point"",""coordinates"":[37.8685516,-6.7555616,0]}",7550
PS1106092,Mombo,"{""type"":""Point"",""coordinates"":[37.5299685,-6.9643225,0]}",7554
PS1103118,Kizagila,"{""type"":""Point"",""coordinates"":[37.7442083,-7.2210266,0]}",7602
PS1102202,Chimale,"{""type"":""Point"",""coordinates"":[37.1604978,-6.2456756,0]}",7650
PS1107039,Makuyu,"{""type"":""Point"",""coordinates"":[37.1898788,-6.0454348,0]}",7655
PS1109058,Kilombero,"{""type"":""Point"",""coordinates"":[37.0072983,-7.6902983,0]}",7666
PS1103017,Fulwe,"{""type"":""Point"",""coordinates"":[37.880686,-6.7531823,0]}",7697
PS1102014,Gongoni,"{""type"":""Point"",""coordinates"":[37.1313222,-6.6689841,0]}",7786
PS1106086,Mlali,"{""type"":""Point"",""coordinates"":[37.5451349,-6.9643433,0]}",7808
PS1106043,Kunke,"{""type"":""Point"",""coordinates"":[37.6643575,-6.1357632,0]}",7955
PS1105028,Luhombero,"{""type"":""Point"",""coordinates"":[36.8166263,-9.0534326,0]}",8016
PS1102090,Mamoyo,"{""type"":""Point"",""coordinates"":[37.0503604,-6.8307465,0]}",8037
PS1103018,Gozo,"{""type"":""Point"",""coordinates"":[37.7919706,-7.0711103,0]}",8113
PS1106039,Kisala,"{""type"":""Point"",""coordinates"":[37.6007549,-6.1779424,0]}",8145
PS1103136,Mazizi,"{""type"":""Point"",""coordinates"":[38.033881,-6.651723,0]}",8150
PS1103107,Tawa,"{""type"":""Point"",""coordinates"":[37.7308388,-7.0184608,0]}",8160
PS1103019,Gwata,"{""type"":""Point"",""coordinates"":[38.02954,-6.6507379,0]}",8224
PS1102026,Iwemba,"{""type"":""Point"",""coordinates"":[37.0031483,-7.5860762,0]}",8237
PS1106016,Hembeti,"{""type"":""Point"",""coordinates"":[37.5110611,-6.2700033,0]}",8263
PS1102184,Dakawa Centre,"{""type"":""Point"",""coordinates"":[37.4086252,-6.431757,0]}",8266
PS1103073,Matombo,"{""type"":""Point"",""coordinates"":[37.7645529,-7.0529323,0]}",8284
PS1102024,Ilonga-Mazoezi,"{""type"":""Point"",""coordinates"":[37.0349779,-6.7649017,0]}",8323
PS1105004,Chirombola,"{""type"":""Point"",""coordinates"":[36.76008,-8.9306663,0]}",8328
PS1104065,Misongeni,"{""type"":""Point"",""coordinates"":[37.7456199,-6.7841216,0]}",8350
PS1102231,Mahemu,"{""type"":""Point"",""coordinates"":[36.963616,-6.1456904,0]}",8581
PS1106118,Tengero,"{""type"":""Point"",""coordinates"":[37.5848281,-7.0607813,0]}",8595
PS1106124,Wami Dakawa,"{""type"":""Point"",""coordinates"":[37.5263801,-6.4324009,0]}",8631
PS1102168,Ustawi,"{""type"":""Point"",""coordinates"":[37.0436399,-6.7749183,0]}",8632
PS1103028,Kibwaya,"{""type"":""Point"",""coordinates"":[37.8112716,-6.92955,0]}",8737
PS1106107,Nkungwi,"{""type"":""Point"",""coordinates"":[37.5386302,-6.4179355,0]}",8765
PS1109047,Itefa,"{""type"":""Point"",""coordinates"":[36.9328703,-7.7480993,0]}",8769
PS1103036,Kiroka,"{""type"":""Point"",""coordinates"":[37.8241978,-6.8471393,0]}",8773
PS1106031,Kigugu,"{""type"":""Point"",""coordinates"":[37.5724946,-6.2293767,0]}",8773
PS1102054,Kondoa,"{""type"":""Point"",""coordinates"":[37.03652863,-6.81670818,0]}",8842
PS1109076,Msolwa - Ujamaa,"{""type"":""Point"",""coordinates"":[36.9255273,-7.7443825,0]}",8866
PS1105006,Euga,"{""type"":""Point"",""coordinates"":[36.7619955,-8.9398227,0]}",8914
PS1103041,Kitungwa,"{""type"":""Point"",""coordinates"":[37.7366062,-7.0432226,0]}",8955
PS1106117,Tchenzema,"{""type"":""Point"",""coordinates"":[37.582266,-7.11098,0]}",9090
PS1107004,Chakwale,"{""type"":""Point"",""coordinates"":[36.9678254,-6.0612737,0]}",9091
PS1102066,Lumuma,"{""type"":""Point"",""coordinates"":[36.6397583,-6.8270249,0]}",9189
PS1106134,Mkindo B,"{""type"":""Point"",""coordinates"":[37.5334711,-6.2510883,0]}",9400
PS1107029,Kwipipa,"{""type"":""Point"",""coordinates"":[36.8656582,-6.2338744,0]}",9529
PS1109010,Kibaoni,"{""type"":""Point"",""coordinates"":[36.680672,-8.0775132,0]}",9554
PS1106140,Mnazi Mmoja,"{""type"":""Point"",""coordinates"":[37.6762512,-6.1769587,0]}",9682
PS1106038,Kipera,"{""type"":""Point"",""coordinates"":[37.538731,-6.942189,0]}",9778
PS1102143,Peapea,"{""type"":""Point"",""coordinates"":[37.1293358,-6.7093549,0]}",9849
PS1104033,Mzinga,"{""type"":""Point"",""coordinates"":[37.61537,-6.88196,0]}",9852
PS1103134,Kivuma,"{""type"":""Point"",""coordinates"":[37.8252471,-6.9629394,0]}",9895
PS1105035,Makanga,"{""type"":""Point"",""coordinates"":[36.718923,-8.6538841,0]}",9974
PS1103059,Luholole,"{""type"":""Point"",""coordinates"":[37.8363347,-6.9382701,0]}",9995
PS1106051,Lungo,"{""type"":""Point"",""coordinates"":[37.6873549,-6.1706455,0]}",10046
PS1106030,Kidudwe,"{""type"":""Point"",""coordinates"":[37.6686633,-6.1651481,0]}",10146
PS1101004,Chita,"{""type"":""Point"",""coordinates"":[35.9460293,-8.5194588,0]}",10210
PS1103117,Lung'Ala,"{""type"":""Point"",""coordinates"":[37.7962801,-6.9464007,0]}",10217
PS1101141,Mkondoa,"{""type"":""Point"",""coordinates"":[35.945965,-8.51935,0]}",10218
PS1102150,Tindiga,"{""type"":""Point"",""coordinates"":[37.6648862,-6.143923,0]}",10232
PS1102122,Msowero,"{""type"":""Point"",""coordinates"":[37.2180799,-6.5284612,0]}",10233
PS1101002,Ching'Anda,"{""type"":""Point"",""coordinates"":[35.9491518,-8.5219958,0]}",10252
PS1101135,Kaduduma,"{""type"":""Point"",""coordinates"":[35.9491518,-8.5219958,0]}",10252
PS1102206,Muungano,"{""type"":""Point"",""coordinates"":[37.3762098,-6.3800993,0]}",10366
PS1102208,Tame,"{""type"":""Point"",""coordinates"":[37.2249974,-6.5155904,0]}",10418
PS1101140,Matete,"{""type"":""Point"",""coordinates"":[36.2589666,-8.189996,0]}",10504
PS1101032,Londo,"{""type"":""Point"",""coordinates"":[36.2589666,-8.1899966,0]}",10504
PS1102088,Malui,"{""type"":""Point"",""coordinates"":[37.063993,-6.867462,0]}",10555
PS1101042,Mbingu,"{""type"":""Point"",""coordinates"":[36.2603159,-8.191134,0]}",10611
PS1107036,Lukungu,"{""type"":""Point"",""coordinates"":[36.8462295,-6.1574973,0]}",10658
PS1109063,Mang'Ula,"{""type"":""Point"",""coordinates"":[36.8975214,-7.8350869,0]}",10802
PS1103083,Mkuyuni,"{""type"":""Point"",""coordinates"":[37.8111183,-6.9511283,0]}",10886
PS1102079,Magole,"{""type"":""Point"",""coordinates"":[37.3686782,-6.3625556,0]}",10949
PS1107024,Kimashale,"{""type"":""Point"",""coordinates"":[36.9701657,-6.0715479,0]}",11025
PS1109033,Milola,"{""type"":""Point"",""coordinates"":[36.6909024,-8.0836379,0]}",11062
PS1107019,Iyogwe,"{""type"":""Point"",""coordinates"":[37.1910353,-6.0117496,0]}",11066
PS1109036,Site,"{""type"":""Point"",""coordinates"":[36.69097,-8.08368,0]}",11075
PS1102075,Madoto,"{""type"":""Point"",""coordinates"":[37.1254517,-6.7026696,0]}",11161
PS1107038,Majawanga,"{""type"":""Point"",""coordinates"":[36.840522,-6.1054717,0]}",11480
PS1101162,Nakaguru,"{""type"":""Point"",""coordinates"":[36.1492318,-8.3094562,0]}",11490
PS1102151,Tundu,"{""type"":""Point"",""coordinates"":[36.9974532,-7.5982423,0]}",11550
PS1102147,Rudewa-Mbuyuni,"{""type"":""Point"",""coordinates"":[37.1280371,-6.6831373,0]}",11600
PS1107013,Ibuti,"{""type"":""Point"",""coordinates"":[36.9007725,-6.1373378,0]}",11711
PS1104032,Mkundi,"{""type"":""Point"",""coordinates"":[37.6353333,-6.7014166,0]}",11750
PS1108012,Kiwale,"{""type"":""Point"",""coordinates"":[36.1303583,-8.904383,0]}",11779
PS1101103,Ngajengwa,"{""type"":""Point"",""coordinates"":[36.2149661,-8.2069889,0]}",11894
PS1102146,Rudewa,"{""type"":""Point"",""coordinates"":[37.124348,-6.693647,0]}",12139
PS1109051,Kanolo,"{""type"":""Point"",""coordinates"":[36.8731859,-7.9066875,0]}",12194
PS1106108,Nyandira,"{""type"":""Point"",""coordinates"":[37.5800205,-7.0851538,0]}",12249
PS1108016,Madabadaba,"{""type"":""Point"",""coordinates"":[36.421708,-8.652086,0]}",12298
PS1106100,Mwarazi Mgeta,"{""type"":""Point"",""coordinates"":[37.557354,-7.0938813,0]}",12301
PS1109059,Kisawasawa,"{""type"":""Point"",""coordinates"":[36.870533,-7.8939316,0]}",12363
PS1105058,Mbasa,"{""type"":""Point"",""coordinates"":[36.6523782,-8.39287,0]}",12441
PS1102126,Mtumbatu,"{""type"":""Point"",""coordinates"":[36.9865821,-6.1392874,0]}",12576
PS1102220,Kibaoni,"{""type"":""Point"",""coordinates"":[37.0279633,-6.82705,0]}",12639
PS1101173,Kibasila,"{""type"":""Point"",""coordinates"":[36.68559556,-8.088585,0]}",12839
PS1108027,Mchangani,"{""type"":""Point"",""coordinates"":[36.1611022,-8.9324144,0]}",12871
PS1107058,Rubeho,"{""type"":""Point"",""coordinates"":[36.86,-6.26,0]}",12921
PS1101007,Idete,"{""type"":""Point"",""coordinates"":[36.5149925,-8.0993299,0]}",12983
PS1101166,Idete Crossing,"{""type"":""Point"",""coordinates"":[36.5143933,-8.0999231,0]}",13006
PS1101043,Mchombe,"{""type"":""Point"",""coordinates"":[36.140215,-8.335159,0]}",13116
PS1109007,Kapolo,"{""type"":""Point"",""coordinates"":[36.699945,-8.0903589,0]}",13216
PS1105018,Isyaga,"{""type"":""Point"",""coordinates"":[36.714343,-8.95073,0]}",13225
PS1108025,Manda Juu,"{""type"":""Point"",""coordinates"":[36.3647954,-8.8019868,0]}",13359
PS1109071,Mkasu,"{""type"":""Point"",""coordinates"":[36.8700323,-7.9435637,0]}",13511
PS1104036,Tungi,"{""type"":""Point"",""coordinates"":[37.7075,-6.7657778,0]}",13826
PS1109055,Kiberege - Magereza,"{""type"":""Point"",""coordinates"":[36.8544928,-7.9613688,0]}",14058
PS1102107,Mhovu,"{""type"":""Point"",""coordinates"":[36.9922588,-7.6046559,0]}",14076
PS1109009,Katrini,"{""type"":""Point"",""coordinates"":[36.6780321,-8.714218,0]}",14231
PS1105005,Epanko,"{""type"":""Point"",""coordinates"":[36.6813448,-8.7135279,0]}",14246
PS1109061,Lyegama,"{""type"":""Point"",""coordinates"":[36.859518,-7.94495,0]}",14286
PS1108024,Manda Chini,"{""type"":""Point"",""coordinates"":[36.3522626,-8.7917655,0]}",14393
PS1105009,Igota,"{""type"":""Point"",""coordinates"":[36.6745373,-8.3996176,0]}",14447
PS1109057,Kidatu,"{""type"":""Point"",""coordinates"":[36.9536888,-7.7044444,0]}",14494
PS1106077,Mhonda,"{""type"":""Point"",""coordinates"":[37.5769301,-6.12415,0]}",14532
PS1106001,Bumu,"{""type"":""Point"",""coordinates"":[37.5695442,-7.0781671,0]}",14540
PS1109054,Kiberege,"{""type"":""Point"",""coordinates"":[36.8556808,-7.951225,0]}",14556
PS1105038,Mbagula,"{""type"":""Point"",""coordinates"":[36.705837,-8.6595412,0]}",14560
PS1109081,Nanenane,"{""type"":""Point"",""coordinates"":[36.8594964,-7.9510052,0]}",14588
PS1109084,Sabasaba,"{""type"":""Point"",""coordinates"":[36.8598499,-7.95113065,0]}",14602
PS1101075,V/Sitini,"{""type"":""Point"",""coordinates"":[35.8063768,-8.8120394,0]}",14648
PS1109027,Mahutanga,"{""type"":""Point"",""coordinates"":[36.65352269,-8.141738721,0]}",14669
PS1108018,Madibira Chini,"{""type"":""Point"",""coordinates"":[36.3613019,-8.7760956,0]}",15193
PS1102108,Mikumi,"{""type"":""Point"",""coordinates"":[36.9752586,-7.4133116,0]}",15222
PS1101120,Ngai,"{""type"":""Point"",""coordinates"":[36.1320266,-8.3345833,0]}",15297
PS1101014,Kamwene,"{""type"":""Point"",""coordinates"":[35.7904681,-8.8022503,0]}",15305
PS1108033,Njiwa,"{""type"":""Point"",""coordinates"":[36.4059389,-8.6780582,0]}",15307
PS1109062,Magombera,"{""type"":""Point"",""coordinates"":[36.9544317,-7.7029144,0]}",15310
PS1101139,Matalawani,"{""type"":""Point"",""coordinates"":[36.2325009,-8.216407,0]}",15482
